domain,title,keyword_keybert,url,detected_on
matelas-experience.com/,Matelas king size en France : pourquoi on dort encore dans 140 cm de large,king size france,https://www.matelas-experience.com/matelas-king-size-en-france-pourquoi-on-dort-encore-dans-140-cm-de-large,2026-06-26
matelas-experience.com/,Comparatif des 3 meilleurs surmatelas microfibres et synthétiques (juin 2026),surmatelas microfibres synthétiques,https://www.matelas-experience.com/top-surmatelas-microfibres-et-synthetiques,2026-06-26
mytrainingdiary.fr/,Volkswagen ID Cross : guide clair et conseils utiles,volkswagen id cross,https://mytrainingdiary.fr/volkswagen-id-cross,2026-06-26
positivia.fr/,Assurance santé sénior : guide clair et conseils utiles,assurance santé sénior,https://positivia.fr/assurance-sante-senior,2026-06-26
positivia.fr/,Bain sensuel : guide clair et conseils utiles,bain sensuel,https://positivia.fr/bain-sensuel,2026-06-26
positivia.fr/,Boost Followers : guide clair et conseils utiles,boost followers,https://positivia.fr/boost-followers,2026-06-26
positivia.fr/,Garde meuble toulouse : guide clair et conseils utiles,garde meuble toulouse,https://positivia.fr/garde-meuble-toulouse,2026-06-26
positivia.fr/,Mutuelle optique : guide clair et conseils utiles,mutuelle optique,https://positivia.fr/mutuelle-optique,2026-06-26
positivia.fr/,Plaisir féminin : guide clair et conseils utiles,plaisir féminin,https://positivia.fr/plaisir-feminin,2026-06-26
positivia.fr/,Voiture d'occasion : bien acheter sans erreur,voiture occasion,https://positivia.fr/voiture-doccasion,2026-06-26
sommeil-zen.com/,insomnie chronique : ce qui marche vraiment,insomnie chronique,https://sommeil-zen.com/la-routine-du-soir-que-les-insomniaques-chroniques-abandonnent-en-premier-et-ce-qui-marche-a-la-place,2026-06-26
www.celyatis.com/,"Pourquoi les femmes privilégient désormais des maillots de bain élégants, confortables et adaptés à leur quotidien ? - Blog santé",pourquoi femmes privilégient,http://www.celyatis.com/blog/bien-etre/pourquoi-les-femmes-privilegient-desormais-des-maillots-de-bain-elegants-confortables-et-adaptes-a-leur-quotidien.html,2026-06-26
www.garancedore.fr/,Véhicule électrique : guide clair et conseils utiles,véhicule électrique,https://www.garancedore.fr/vehicule-electrique,2026-06-26
